"","record_id","month","day","year","AverageTemperatureFahr","AverageTemperatureUncertaintyFahr","City","country_id","Country","Latitude","Longitude"
"25330",5413016,6,1,1776,66.5168,37.481,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25340",5413026,4,1,1777,42.179,35.5478,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25350",5413036,2,1,1778,33.9638,37.1318,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25360",5413046,12,1,1778,40.3646,37.5548,NA,"",NA,"45.81N","31.15E"
"25370",5413056,10,1,1779,54.2534,37.445,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25380",5413066,8,1,1780,67.0046,39.4808,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25390",5413076,6,1,1781,64.7618,35.5712,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25400",5413086,4,1,1782,47.111,39.5456,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25410",5413096,2,1,1783,38.21,40.2458,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25420",5413106,12,1,1783,32.8478,37.3532,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25430",5413116,10,1,1784,49.7912,39.1244,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25440",5413126,8,1,1785,71.033,37.7222,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25450",5413136,6,1,1786,64.3514,35.1752,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25460",5413146,4,1,1787,44.897,36.8402,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25470",5413156,2,1,1788,32.4266,42.0872,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25480",5413166,12,1,1788,25.7036,37.9292,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25490",5413176,10,1,1789,53.9384,37.9922,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25500",5413186,8,1,1790,69.5966,35.6036,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25510",5413196,6,1,1791,65.21,36.0104,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25520",5413206,4,1,1792,46.2092,36.1688,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25530",5413216,2,1,1793,36.3812,39.8858,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25540",5413226,12,1,1793,37.5944,37.7564,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25550",5413236,10,1,1794,53.7494,36.176,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25560",5413246,8,1,1795,69.0314,36.8636,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25570",5413256,6,1,1796,66.974,38.1398,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25580",5413266,4,1,1797,47.4062,39.2486,NA,"",NA,"45.81N","31.15E"
"25590",5413276,2,1,1798,34.889,36.7718,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25600",5413286,12,1,1798,31.523,37.0166,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25610",5413296,10,1,1799,55.6052,35.4938,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25620",5413306,8,1,1800,70.3202,36.7394,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25630",5413316,6,1,1801,63.5126,35.8412,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25640",5413326,4,1,1802,47.9732,35.8034,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25650",5413336,2,1,1803,26.0168,37.6592,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25660",5413346,12,1,1803,35.1176,37.7834,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25670",5413356,10,1,1804,53.7746,35.4902,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25680",5413366,8,1,1805,70.1528,35.5928,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25690",5413376,6,1,1806,62.1932,35.7818,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25700",5413386,4,1,1807,44.6576,36.257,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25710",5413396,2,1,1808,29.516,36.59,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25720",5413406,12,1,1808,29.7968,35.1896,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25730",5413416,10,1,1809,51.8,41.0288,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25740",5413426,8,1,1810,67.5716,35.1086,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25750",5413436,6,1,1811,66.4016,35.1716,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25760",5413446,4,1,1812,42.5102,38.8472,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25770",5413456,2,1,1813,29.8562,35.573,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25780",5413466,12,1,1813,39.1568,35.7872,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25790",5413476,10,1,1814,49.946,40.6508,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25800",5413486,8,1,1815,68.1368,37.0166,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25810",5413496,6,1,1816,64.292,35.0132,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25820",5413506,4,1,1817,41.8424,36.068,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25830",5413516,2,1,1818,33.3932,35.7638,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25840",5413526,12,1,1818,35.0798,36.2912,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25850",5413536,10,1,1819,56.39,35.6522,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25860",5413546,8,1,1820,70.106,36.2246,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25870",5413556,6,1,1821,60.0206,38.8058,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25880",5413566,4,1,1822,48.0506,38.372,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25890",5413576,2,1,1823,35.2382,35.2778,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25900",5413586,12,1,1823,42.737,36.1994,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25910",5413596,10,1,1824,55.436,35.4524,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25920",5413606,8,1,1825,68.7056,37.7798,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25930",5413616,6,1,1826,62.4164,36.842,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25940",5413626,4,1,1827,47.021,38.813,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25950",5413636,2,1,1828,24.9422,35.4866,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25960",5413646,12,1,1828,31.9226,38.5466,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25970",5413656,10,1,1829,51.3464,35.627,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25980",5413666,8,1,1830,72.023,37.769,"Odesa","UKR","Ukraine","45.81N","31.15E"
"25990",5413676,6,1,1831,63.9914,36.8438,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26000",5413686,4,1,1832,41.747,39.7076,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26010",5413696,2,1,1833,35.5352,35.4848,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26020",5413706,12,1,1833,38.606,37.5692,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26030",5413716,10,1,1834,51.0152,33.8756,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26040",5413726,8,1,1835,64.6754,34.0718,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26050",5413736,6,1,1836,64.6448,34.3832,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26060",5413746,4,1,1837,49.6886,34.9628,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26070",5413756,2,1,1838,32.0918,35.6486,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26080",5413766,12,1,1838,35.9348,37.9256,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26090",5413776,10,1,1839,51.9692,36.248,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26100",5413786,8,1,1840,66.9182,33.6974,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26110",5413796,6,1,1841,67.0028,33.3932,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26120",5413806,4,1,1842,42.692,36.2102,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26130",5413816,2,1,1843,42.4814,33.9692,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26140",5413826,12,1,1843,40.2962,36.7736,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26150",5413836,10,1,1844,52.7234,33.8666,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26160",5413846,8,1,1845,68.9486,32.9612,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26170",5413856,6,1,1846,59.9216,35.4488,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26180",5413866,4,1,1847,48.974,33.989,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26190",5413876,2,1,1848,35.5658,33.7982,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26200",5413886,12,1,1848,35.4056,35.6144,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26210",5413896,10,1,1849,55.2578,34.4084,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26220",5413906,8,1,1850,74.9462,34.4642,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26230",5413916,6,1,1851,63.6098,34.5344,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26240",5413926,4,1,1852,40.4402,34.979,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26250",5413936,2,1,1853,38.723,33.674,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26260",5413946,12,1,1853,34.853,33.1016,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26270",5413956,10,1,1854,56.0048,33.9386,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26280",5413966,8,1,1855,69.3932,34.5884,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26290",5413976,6,1,1856,66.1226,35.006,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26300",5413986,4,1,1857,48.8408,33.5462,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26310",5413996,2,1,1858,22.5104,33.7082,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26320",5414006,12,1,1858,38.6762,33.8324,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26330",5414016,10,1,1859,55.2128,33.5102,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26340",5414026,8,1,1860,71.9474,33.8594,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26350",5414036,6,1,1861,64.1444,34.7162,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26360",5414046,4,1,1862,49.1252,34.0538,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26370",5414056,2,1,1863,34.2212,38.7734,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26380",5414066,12,1,1863,35.5514,34.7612,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26390",5414076,10,1,1864,51.404,34.1456,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26400",5414086,8,1,1865,69.5948,33.9818,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26410",5414096,6,1,1866,66.5582,33.0512,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26420",5414106,4,1,1867,48.0164,33.9674,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26430",5414116,2,1,1868,28.3514,35.7026,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26440",5414126,12,1,1868,40.2998,34.5128,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26450",5414136,10,1,1869,56.9102,34.7936,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26460",5414146,8,1,1870,67.082,32.7722,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26470",5414156,6,1,1871,63.1652,33.0656,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26480",5414166,4,1,1872,51.3284,35.2148,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26490",5414176,2,1,1873,31.8686,33.5084,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26500",5414186,12,1,1873,38.0084,34.3184,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26510",5414196,10,1,1874,54.3128,32.9738,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26520",5414206,8,1,1875,68.2718,33.1394,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26530",5414216,6,1,1876,65.7428,34.151,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26540",5414226,4,1,1877,45.77,34.5542,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26550",5414236,2,1,1878,32.297,33.8018,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26560",5414246,12,1,1878,43.2896,34.4372,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26570",5414256,10,1,1879,53.8466,33.2744,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26580",5414266,8,1,1880,68.2502,33.1142,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26590",5414276,6,1,1881,61.943,33.1556,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26600",5414286,4,1,1882,46.571,32.7992,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26610",5414296,2,1,1883,25.916,34.7468,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26620",5414306,12,1,1883,36.6278,33.6146,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26630",5414316,10,1,1884,53.285,33.0764,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26640",5414326,8,1,1885,66.9326,33.2582,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26650",5414336,6,1,1886,64.5998,32.6048,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26660",5414346,4,1,1887,44.8628,32.9846,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26670",5414356,2,1,1888,26.978,34.871,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26680",5414366,12,1,1888,32.081,34.0736,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26690",5414376,10,1,1889,57.3062,32.5274,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26700",5414386,8,1,1890,74.372,33.0494,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26710",5414396,6,1,1891,65.759,32.8676,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26720",5414406,4,1,1892,47.147,32.6318,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26730",5414416,2,1,1893,30.2216,34.025,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26740",5414426,12,1,1893,37.2218,33.6614,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26750",5414436,10,1,1894,55.2704,32.576,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26760",5414446,8,1,1895,70.187,32.639,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26770",5414456,6,1,1896,64.697,32.4968,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26780",5414466,4,1,1897,49.6796,33.053,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26790",5414476,2,1,1898,34.2572,33.0278,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26800",5414486,12,1,1898,41.9648,33.4022,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26810",5414496,10,1,1899,52.6046,32.4428,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26820",5414506,8,1,1900,72.7016,33.1988,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26830",5414516,6,1,1901,69.3428,33.0548,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26840",5414526,4,1,1902,44.8466,33.035,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26850",5414536,2,1,1903,36.5702,33.5714,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26860",5414546,12,1,1903,38.0732,32.7776,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26870",5414556,10,1,1904,55.4828,32.72,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26880",5414566,8,1,1905,72.9104,32.4914,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26890",5414576,6,1,1906,66.6464,32.8226,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26900",5414586,4,1,1907,42.6812,33.3608,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26910",5414596,2,1,1908,36.0302,32.9972,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26920",5414606,12,1,1908,33.0152,33.0278,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26930",5414616,10,1,1909,58.4042,32.6912,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26940",5414626,8,1,1910,68.2664,32.5976,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26950",5414636,6,1,1911,62.069,32.9702,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26960",5414646,4,1,1912,44.0546,32.9432,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26970",5414656,2,1,1913,30.155,32.7344,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26980",5414666,12,1,1913,41.972,32.9864,"Odesa","UKR","Ukraine","45.81N","31.15E"
"26990",5414676,10,1,1914,50.621,32.4302,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27000",5414686,8,1,1915,66.4178,32.6714,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27010",5414696,6,1,1916,64.1822,32.63,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27020",5414706,4,1,1917,48.5384,33.1808,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27030",5414716,2,1,1918,33.9458,33.5066,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27040",5414726,12,1,1918,41.4374,32.5976,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27050",5414736,10,1,1919,55.9058,32.8676,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27060",5414746,8,1,1920,72.1814,32.7164,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27070",5414756,6,1,1921,63.4496,32.5526,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27080",5414766,4,1,1922,46.7006,32.5418,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27090",5414776,2,1,1923,30.227,33.098,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27100",5414786,12,1,1923,41.3726,33.0746,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27110",5414796,10,1,1924,53.816,32.495,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27120",5414806,8,1,1925,68.5958,32.6876,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27130",5414816,6,1,1926,64.841,32.4374,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27140",5414826,4,1,1927,48.308,32.7596,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27150",5414836,2,1,1928,25.4354,32.6678,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27160",5414846,12,1,1928,39.1928,33.0584,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27170",5414856,10,1,1929,58.2548,32.5832,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27180",5414866,8,1,1930,70.421,32.3438,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27190",5414876,6,1,1931,66.7868,32.6606,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27200",5414886,4,1,1932,46.967,32.36,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27210",5414896,2,1,1933,31.4582,32.6732,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27220",5414906,12,1,1933,28.6826,33.053,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27230",5414916,10,1,1934,56.462,32.4266,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27240",5414926,8,1,1935,70.1942,32.3474,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27250",5414936,6,1,1936,64.6484,32.3168,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27260",5414946,4,1,1937,46.9274,32.495,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27270",5414956,2,1,1938,33.4778,33.1088,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27280",5414966,12,1,1938,35.132,32.621,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27290",5414976,10,1,1939,52.6748,32.5544,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27300",5414986,8,1,1940,68.0396,32.5094,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27310",5414996,6,1,1941,63.0032,32.7992,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27320",5415006,4,1,1942,42.9062,32.6318,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27330",5415016,2,1,1943,31.1558,34.0196,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27340",5415026,12,1,1943,38.9642,32.9468,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27350",5415036,10,1,1944,57.5564,32.495,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27360",5415046,8,1,1945,70.0718,32.6138,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27370",5415056,6,1,1946,69.0566,32.648,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27380",5415066,4,1,1947,50.7236,32.4338,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27390",5415076,2,1,1948,31.6832,32.7218,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27400",5415086,12,1,1948,29.7392,32.9378,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27410",5415096,10,1,1949,51.2906,32.4446,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27420",5415106,8,1,1950,68.189,32.6606,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27430",5415116,6,1,1951,66.596,32.9468,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27440",5415126,4,1,1952,48.9272,32.4248,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27450",5415136,2,1,1953,32.3006,32.351,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27460",5415146,12,1,1953,33.7748,32.7236,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27470",5415156,10,1,1954,55.3172,32.63,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27480",5415166,8,1,1955,68.9918,32.4878,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27490",5415176,6,1,1956,64.6736,32.684,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27500",5415186,4,1,1957,48.5114,33.1808,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27510",5415196,2,1,1958,40.5878,32.6246,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27520",5415206,12,1,1958,43.6442,32.6156,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27530",5415216,10,1,1959,48.3008,32.6426,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27540",5415226,8,1,1960,68.522,32.3744,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27550",5415236,6,1,1961,67.1576,32.4464,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27560",5415246,4,1,1962,49.7408,32.5418,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27570",5415256,2,1,1963,33.5606,32.9288,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27580",5415266,12,1,1963,34.0664,32.7074,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27590",5415276,10,1,1964,56.9282,32.7992,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27600",5415286,8,1,1965,67.4312,32.3456,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27610",5415296,6,1,1966,61.8062,32.4824,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27620",5415306,4,1,1967,49.289,32.4356,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27630",5415316,2,1,1968,34.6118,32.504,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27640",5415326,12,1,1968,36.8438,32.567,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27650",5415336,10,1,1969,51.881,32.4896,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27660",5415346,8,1,1970,67.8632,32.8586,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27670",5415356,6,1,1971,64.3982,32.549,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27680",5415366,4,1,1972,53.24,32.9918,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27690",5415376,2,1,1973,37.5188,32.5328,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27700",5415386,12,1,1973,38.4638,32.3798,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27710",5415396,10,1,1974,59.45,32.7272,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27720",5415406,8,1,1975,71.0924,32.792,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27730",5415416,6,1,1976,63.0302,32.6948,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27740",5415426,4,1,1977,47.8094,32.3726,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27750",5415436,2,1,1978,34.6694,32.468,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27760",5415446,12,1,1978,35.9798,32.5112,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27770",5415456,10,1,1979,50.4554,32.3078,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27780",5415466,8,1,1980,67.4384,32.3438,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27790",5415476,6,1,1981,68.6156,32.675,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27800",5415486,4,1,1982,45.851,32.3618,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27810",5415496,2,1,1983,35.0582,32.5058,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27820",5415506,12,1,1983,38.5646,32.7272,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27830",5415516,10,1,1984,57.9722,32.495,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27840",5415526,8,1,1985,71.5712,32.5598,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27850",5415536,6,1,1986,66.5276,32.549,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27860",5415546,4,1,1987,42.6074,32.7542,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27870",5415556,2,1,1988,34.6532,32.3924,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27880",5415566,12,1,1988,37.346,32.7434,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27890",5415576,10,1,1989,54.7358,32.6102,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27900",5415586,8,1,1990,69.6776,32.6678,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27910",5415596,6,1,1991,66.1442,32.3582,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27920",5415606,4,1,1992,46.8464,32.5796,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27930",5415616,2,1,1993,32.8658,32.5094,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27940",5415626,12,1,1993,42.089,32.3438,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27950",5415636,10,1,1994,56.4602,32.4896,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27960",5415646,8,1,1995,70.3022,32.414,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27970",5415656,6,1,1996,66.218,32.6408,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27980",5415666,4,1,1997,43.7234,32.4482,"Odesa","UKR","Ukraine","45.81N","31.15E"
"27990",5415676,2,1,1998,37.121,32.5508,"Odesa","UKR","Ukraine","45.81N","31.15E"
"28000",5415686,12,1,1998,32.675,32.6192,"Odesa","UKR","Ukraine","45.81N","31.15E"
"28010",5415696,10,1,1999,54.0698,32.6192,"Odesa","UKR","Ukraine","45.81N","31.15E"
"28020",5415706,8,1,2000,72.5558,32.3528,"Odesa","UKR","Ukraine","45.81N","31.15E"
